Órgão/Secretaria;Número do Processo;Modalidade de Contratação;Empresa Contratada;Data da Assinatura;Data da Publicação;Prazo Contratual;Período do Prazo Contratual;Status da Licitação;licitacaoLink
Penitenciária Zwinglio Ferreira de Presidente Venceslau;009/2020;PREGÃO ELETRÔNICO;DBLT TRANSPORTE E ATACADO DE CARNES EIRELI;02/01/2020 00:00;08/05/2020 00:00;4;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1381091
Fundação para o Desenvolvimento da Educação;56/00005/19/09;INEXIGIBILIDADE;J BRASIL SISTEMAS LTDA;07/04/2020 00:00;08/05/2020 00:00;180;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1317293
Escola de Administração Penitenciária DR Luiz Camargo Wolfmann;002/2017;PREGÃO ELETRÔNICO;LUMIG LIMPEZA E SERVIÇOS GERAIS EIRELI-ME;16/04/2020 00:00;08/05/2020 00:00;15;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1116882
Delegacia Seccional de Polícia de Andradina;2020ne00099;PREGÃO ELETRÔNICO;GIANCARLOS TELLES SILVA M.E.;05/05/2020 00:00;08/05/2020 00:00;8;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1406857
Fundação Casa - Divisão Regional Sudoeste (DRS);2020NE00381;PREGÃO ELETRÔNICO;MASPE ELETRODÉSTICOS EIRELI ME;06/05/2020 00:00;08/05/2020 00:00;30;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1402284
Universidade Estadual Paulista - Reitoria;14/2019;PREGÃO ELETRÔNICO;ENFOK CONS EM RH, TERC E RECRUT EIRELI;30/04/2020 00:00;08/05/2020 00:00;30;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1313258
Delegacia Seccional de Polícia de Andradina;2020ne00100;PREGÃO ELETRÔNICO;GIANCARLOS TELLES SILVA M.E.;05/05/2020 00:00;08/05/2020 00:00;8;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1406857
Fundação Casa Divisão Regional Oeste;DRO 002/2019;PREGÃO ELETRÔNICO;ADS AMBIENTAL SERVIÇOS EIRELI-ME;11/03/2020 00:00;08/05/2020 00:00;12;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1298525
"Penitenciária ""ASP Joaquim Fonseca Lopes"" de Parelheiros";017/2020;PREGÃO ELETRÔNICO;CAPODIFOGLIO & CIA LTDA;08/04/2020 00:00;08/05/2020 00:00;4;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1403616
Superintendência da Polícia Técnico-Cientifíca;017/2020;PREGÃO ELETRÔNICO;RUBI AZUL COMERCIO DE BEBIDAS LTDA;17/04/2020 00:00;08/05/2020 00:00;240;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1400937
Hospital Geral de São Mateus;2020NE00654;PREGÃO ELETRÔNICO;CRUZEL COML DISTRIBUIDORA PRODS. HOSP. EI;07/05/2020 00:00;08/05/2020 00:00;15;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1404192
"Penitenciária ""ASP Joaquim Fonseca Lopes"" de Parelheiros";016/2020;PREGÃO ELETRÔNICO;RRL COMERCIO DE PRODUTOS ALIMENTICIOS LTDA - ME;08/04/2020 00:00;08/05/2020 00:00;4;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1403616
Escola de Enfermagem de Ribeirão Preto-USP;4/2020 EERP;PREGÃO ELETRÔNICO;Atenas Elevadores Ltda ME;04/05/2020 00:00;08/05/2020 00:00;12;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1393550
Penitenciária Zwinglio Ferreira de Presidente Venceslau;011/2020;PREGÃO ELETRÔNICO;OURO VERDE COMERCIO DE CARNES LTDA;02/01/2020 00:00;08/05/2020 00:00;4;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1381091
Hospital das Clinicas da FMUSP;0174/2020;PREGÃO ELETRÔNICO;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA;07/05/2020 00:00;08/05/2020 00:00;12;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1400983
Hospital Geral de São Mateus;2020NE00655;PREGÃO ELETRÔNICO;VIVA CARE MATERIAL MEDICO HOSPITALAR LTDA;07/05/2020 00:00;08/05/2020 00:00;15;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1404192
Hospital das Clinicas da FMUSP;174/2020;PREGÃO ELETRÔNICO;PORTAL LTDA;07/05/2020 00:00;08/05/2020 00:00;12;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1400983
Hospital das Clinicas da FMUSP;0174/2020;PREGÃO ELETRÔNICO;DUPATRI HOSPITALAR COM. IMP. EXP. LTDA;07/05/2020 00:00;08/05/2020 00:00;12;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1400983
Fundação para o Remédio Popular Chopin Tavares de Lima - FURP;1042;PREGÃO ELETRÔNICO;CAQ Casa da Química Indústria e Comércio Ltda.;30/04/2020 00:00;06/05/2020 00:00;180;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1396015
Penitenciária Zwinglio Ferreira de Presidente Venceslau;2020NE00281;CONVITE;TORPEDO COMERCIO DE COMPUTADORES EIRELI;05/05/2020 00:00;06/05/2020 00:00;8;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1408425
Instituto da Assistência Médica ao Servidor Público Estadual;105/2020;PREGÃO ELETRÔNICO;BECKMAN COULTER DO BRASIL COM. EIMP PROD LAB. LTDA;20/03/2020 00:00;06/05/2020 00:00;3;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1321451
Penitenciária I de Serra Azul;012/2020;PREGÃO ELETRÔNICO;USINA DE LATICINIOS JUSSARA S.A;23/04/2020 00:00;06/05/2020 00:00;121;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1405132
Departamento Regional de Saúde de Araçatuba;2020CT00587;PREGÃO ELETRÔNICO;MANZATOS FARMA EIRELI – EPP;27/04/2020 00:00;06/05/2020 00:00;10;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1398945
Penitenciária Zwinglio Ferreira de Presidente Venceslau;2020NE00282;CONVITE;TORPEDO COMERCIO DE COMPUTADORES EIRELI;05/05/2020 00:00;06/05/2020 00:00;8;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1408425
Penitenciária I de Serra Azul;011/2020;PREGÃO ELETRÔNICO;J & A COMERCIAL DO BRASIL EIRELI - ME;23/04/2020 00:00;06/05/2020 00:00;121;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1405119
Conjunto Hospitalar do Mandaqui;023/2020;PREGÃO ELETRÔNICO;CINCO CIRURGICA COMERCIO DE PRODUTOS HOSPITALARES ;24/04/2020 00:00;06/05/2020 00:00;4;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1401508
Centro de Suprimento e Manutenção de Material Operacional de Bombeiros;055/113/2020;PREGÃO ELETRÔNICO;VINI MOTOS MULTIMARCAS LTDA – ME;07/04/2020 00:00;06/05/2020 00:00;15;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1317785
Hospital Geral de São Mateus;2020NE00604;PREGÃO ELETRÔNICO;PHO-PRODUTOS HOSPITALARES E ODONT LTDA;30/04/2020 00:00;06/05/2020 00:00;15;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1403828
Penitenciária I de Serra Azul;010/2020;PREGÃO ELETRÔNICO;THIAGO MARQUES 36291014882;23/04/2020 00:00;06/05/2020 00:00;121;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1405119
Companhia Paulista de Trens Metropolitanos;829717306100;PREGÃO ELETRÔNICO;AMB TEC IMUNIZAÇÃO LTDA - EPP;28/04/2020 00:00;06/05/2020 00:00;12;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1194117
Departamento Regional de Saúde de Araçatuba;2020CT00586;PREGÃO ELETRÔNICO;AIRMED EIRELI EPP;27/04/2020 00:00;06/05/2020 00:00;10;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1398945
Hospital Geral de São Mateus;2020NE00604;PREGÃO ELETRÔNICO;PHO-PRODUTOS HOSPITALARES E ODONT LTDA;30/04/2020 00:00;06/05/2020 00:00;15;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1403828
Diretoria do Departamento Estadual de Trânsito;188/2014;PREGÃO ELETRÔNICO;CW SOLAR, PÀTIO TRANSPORTE E GUINCHO LTDA;03/04/2020 00:00;06/05/2020 00:00;6;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=937331
Centro de Referência da Saúde da Mulher;080/2018;PREGÃO ELETRÔNICO;air liquide brasil ltda;20/09/2019 00:00;06/05/2020 00:00;15;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1233646
Diretoria do Departamento Estadual de Trânsito;118/2017;PREGÃO ELETRÔNICO;BSG SERVIÇOS E SOLUÇÕES EIRELI - EPP;05/05/2020 00:00;06/05/2020 00:00;15;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1185427
Hospital Geral de São Mateus;2020NE00603;PREGÃO ELETRÔNICO;LABTECH PROD. LAB. E HOSPITAIS LTDA;30/04/2020 00:00;06/05/2020 00:00;15;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1403828
"Hospital Geral ""Dr. Alvaro Simões de Souza"" de Vila Nova Cachoeirinha";2020NE00350;PREGÃO ELETRÔNICO;SEBASTIAO IVAN TOLEDO DE OLIVEIRA;30/04/2020 00:00;06/05/2020 00:00;5;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1405428
Hospital Geral de São Mateus;2020NE00605;PREGÃO ELETRÔNICO;BIOPACK PRODUTOS HOSPITALARES LTDA EPP;30/04/2020 00:00;06/05/2020 00:00;15;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1403828
Centro de Suprimento e Manutenção de Material Operacional de Bombeiros;061/113/2020;PREGÃO ELETRÔNICO;TEKCOM – IMPORTADORA DE AUTO PEÇAS LTDA;16/04/2020 00:00;06/05/2020 00:00;70;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1329292
"Hospital Geral ""Dr. Alvaro Simões de Souza"" de Vila Nova Cachoeirinha";2020NE00351;PREGÃO ELETRÔNICO;LABTECH PROD. LAB. E HOSPITAIS LTDA;30/04/2020 00:00;06/05/2020 00:00;5;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1405428
"Hospital Geral ""Dr. Alvaro Simões de Souza"" de Vila Nova Cachoeirinha";2020NE00352;PREGÃO ELETRÔNICO;A C L ASSISTENCIA E COM PROD LABOR LTDA;30/04/2020 00:00;06/05/2020 00:00;5;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1405428
Hospital das Clinicas da FMUSP;43435;PREGÃO ELETRÔNICO;MAPFRE SEGUROS GERAIS S/A;23/03/2020 00:00;06/05/2020 00:00;12;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1220106
"Hospital Geral ""Dr. Alvaro Simões de Souza"" de Vila Nova Cachoeirinha";2020NE00360;PREGÃO ELETRÔNICO;AZULPHARMA DISTRIBUIDORA DE MEDICAMENTOS;30/04/2020 00:00;06/05/2020 00:00;5;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1406150
Hospital Regional de Ferraz de Vasconcelos;2020NE00432;PREGÃO ELETRÔNICO;CRUZEL COML. DISTRIBUIDORA PRODS. HOSPITALARES EIR;27/04/2020 00:00;06/05/2020 00:00;10;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1404430
Hospital das Clinicas da FMUSP;41/2018;PREGÃO ELETRÔNICO;HOSPLOG LOGÍSTICA LTDA;05/05/2020 00:00;06/05/2020 00:00;12;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1237128
"Hospital Geral ""Dr. Alvaro Simões de Souza"" de Vila Nova Cachoeirinha";2020NE00361;PREGÃO ELETRÔNICO;CAPROMED FARMACEUTICA LTDA –ME;30/04/2020 00:00;06/05/2020 00:00;5;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1406150
Fundação Casa- Divisão Regional Metropolitana Campinas (DRMC);DRMC 004/2019;PREGÃO ELETRÔNICO;HS LOCADORA DE VEICULOS LTDA;16/04/2020 00:00;06/05/2020 00:00;15;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1289764
"Hospital Geral ""Dr. Alvaro Simões de Souza"" de Vila Nova Cachoeirinha";2020NE00362;PREGÃO ELETRÔNICO;CRISTALIA PRODUTOS QUIM.E FARMACEUTICO LTDA;30/04/2020 00:00;06/05/2020 00:00;5;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1406150
Hospital das Clinicas da FMUSP;54/2017;PREGÃO ELETRÔNICO;FANEM LTDA;05/05/2020 00:00;06/05/2020 00:00;12;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1186964
Departamento de Suprimentos e Infraestrutura - Secr. da Fazenda e Planejamento;23673-0030-2018;PREGÃO ELETRÔNICO;VIN SERVICE SERVIÇOS ESPECIALIZADOS LTDA - ME;30/04/2020 00:00;06/05/2020 00:00;9;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1231569
Hospital Geral de São Mateus;2020NE00606;PREGÃO ELETRÔNICO;SC COMERCIO DE PRODUTOS HOSPITALARES EIRE;30/04/2020 00:00;06/05/2020 00:00;15;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1403828
Instituto de Pesos e Medidas do Estado de São Paulo;43586;PREGÃO ELETRÔNICO;NOTRE DAME INTERMÉDICA SAÚDE S.A;27/04/2020 00:00;07/05/2020 00:00;4;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1299971
Centro Regional de Administração de São José do Rio Preto;23716-SAAC00056/2016;PREGÃO ELETRÔNICO;RAMADA & PIMENTEL COM E INST DE AR COND LTDA;28/04/2020 00:00;07/05/2020 00:00;15;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1081253
Companhia de Saneamento Básico do Estado de São Paulo;05402/19-000-00;PREGÃO ELETRÔNICO;WATSON-MARLOW  BREDEL IND. E COM. DE BOMB;06/05/2020 00:00;07/05/2020 00:00;240;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1387551
Departamento de Policia Judiciária da Capital;42064;PREGÃO ELETRÔNICO;TREVO SERVIÇOS MULTIPLOS LTDA - ME;15/05/2020 00:00;07/05/2020 00:00;12;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=922041
Comando de  Policiamento do Interior 7- Sorocaba;7BPMI-033/042/2020;PREGÃO PRESENCIAL;RAZI MOTORS CENTRO TEC. REPARACAO AUTOMOT;01/04/2020 00:00;08/05/2020 00:00;30;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1321763
Penitenciária Vereador Frederico Geometti de Lavínia;023/20;PREGÃO ELETRÔNICO;JOÃO PAULO DE ALMEIDA BELINELLO;28/04/2020 00:00;07/05/2020 00:00;120;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1406738
Penitenciária Vereador Frederico Geometti de Lavínia;024/20;PREGÃO ELETRÔNICO;GABRIELA P. DOS SANTOS - ME;28/04/2020 00:00;07/05/2020 00:00;123;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1406738
1ª Delegacia Seccional de Polícia Judiciária da Capital;002/2015;PREGÃO ELETRÔNICO;TELEFONICA BRASIL S/A;02/04/2020 00:00;07/05/2020 00:00;12;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=977854
Penitenciária Vereador Frederico Geometti de Lavínia;025/20;PREGÃO ELETRÔNICO;COLINA TRANSPORTE E COMÉRCIO DE CEREAIS ;28/04/2020 00:00;07/05/2020 00:00;123;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1406738
Departamento Regional de Saúde de Araçatuba;2020CT00300;PREGÃO ELETRÔNICO;CUBOMED COM ATACADISTA DE PRODUTOS PARA SAUDE;17/03/2020 00:00;07/05/2020 00:00;10;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1392029
Penitenciária Vereador Frederico Geometti de Lavínia;026/20;PREGÃO ELETRÔNICO;PILAR COMÉRCIO DE CEREAIS LTDA - ME;28/04/2020 00:00;07/05/2020 00:00;123;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1406738
Centro Estadual de Educação Tecnológica Paula Souza;001/2019;PREGÃO ELETRÔNICO;Jumper Segurança e Vigilancia Patrimonial EIRELI;17/04/2020 00:00;07/05/2020 00:00;15;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1252351
Instituto de Identificação Ricardo Gumbleton Daunt - IRGD;2020CT00030;CONVITE;MUCCIO & MUCCIO LTDA - EPP;13/04/2020 00:00;07/05/2020 00:00;30;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1402395
Instituto de Pesos e Medidas do Estado de São Paulo;43070;PREGÃO ELETRÔNICO;ALLNETTELECOMUNICAÇÕES E IFORMATICA LTDA;31/05/2020 00:00;07/05/2020 00:00;12;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1125648
Penitenciária Vereador Frederico Geometti de Lavínia;027/20;PREGÃO ELETRÔNICO;PILAR CEREAIS LTDA - ME;28/04/2020 00:00;07/05/2020 00:00;123;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1406742
Centro Regional de Administração de Araraquara;2020NE00093;CONVITE;DE FRANCE IND E COMERCIO DE COSMETICOS ;06/05/2020 00:00;07/05/2020 00:00;15;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1407187
Centro Regional de Administração de Marilia;23728-747849/2017;PREGÃO ELETRÔNICO;JAPYTECH COM.E SERVIÇOS ELETRÔNICOS LTDA EPP;04/05/2020 00:00;07/05/2020 00:00;30;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1188465
Centro Regional de Administração de Araraquara;2020NE00094;CONVITE;ER DO BRASIL IND E COM DE PROD QUIMIICO EIRELI;06/05/2020 00:00;07/05/2020 00:00;15;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1407187
Centro Estadual de Educação Tecnológica Paula Souza;002/2019;PREGÃO ELETRÔNICO;MRS Segurança e Vigilancia Patrimonial EIRELI;17/04/2020 00:00;07/05/2020 00:00;15;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1252351
Instituto de Pesos e Medidas do Estado de São Paulo;25/2018;PREGÃO ELETRÔNICO;NET BENEFICIOS LTDA-ME;24/04/2020 00:00;07/05/2020 00:00;12;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1241441
Centro Estadual de Educação Tecnológica Paula Souza;004/2019;PREGÃO ELETRÔNICO;Evoke Segurança Privada Ltda;17/04/2020 00:00;07/05/2020 00:00;15;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1252351
Centro de Detenção Provisória de Suzano;001/19;PREGÃO ELETRÔNICO;Pioneira Saneamento e Limpeza Urbana Ltda;30/04/2020 00:00;07/05/2020 00:00;15;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1290294
Comando de  Policiamento do Interior 7- Sorocaba;50BPMI-040/42/2020;PREGÃO PRESENCIAL;AUTO MECANICA MECATTI LTDA;29/04/2020 00:00;08/05/2020 00:00;30;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1321763
Centro Estadual de Educação Tecnológica Paula Souza;005/2019;PREGÃO ELETRÔNICO;Emax Segurança Patrimonial EIRELI EPP;17/04/2020 00:00;07/05/2020 00:00;15;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1252351
Instituto da Assistência Médica ao Servidor Público Estadual;155/2020;DISPENSA;AIR LIQUIDE BRASIL LTDA ;30/04/2020 00:00;07/05/2020 00:00;180;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1410978
Comando de  Policiamento do Interior 7- Sorocaba;22BPMI-040/42/2020;PREGÃO PRESENCIAL;J.FERNADES & V. FERNANDES LTDA;27/04/2020 00:00;08/05/2020 00:00;20;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1321763
Instituto da Assistência Médica ao Servidor Público Estadual;156/2020;DISPENSA;ASSISTENZA CUIDADOS DE ENFERMAGEM LTDA ;05/05/2020 00:00;07/05/2020 00:00;180;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1410976
Comando de  Policiamento do Interior 7- Sorocaba;7BPMI-043/042/2020;PREGÃO PRESENCIAL;RAZI MOTORS CENTRO TEC. REPARACAO AUTOMOT;23/04/2020 00:00;08/05/2020 00:00;30;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1321763
Instituto da Assistência Médica ao Servidor Público Estadual;146/2020;DISPENSA;ASSIST ASSISTÊNCIA EM HOME CARE EIRELI - ME;16/04/2020 00:00;07/05/2020 00:00;180;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1407147
Centro Estadual de Educação Tecnológica Paula Souza;006/2019;PREGÃO ELETRÔNICO;Gertad Segurança Patrimonial EIRELI - EPP;17/04/2020 00:00;07/05/2020 00:00;15;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1252351
"Hospital Maternidade Interlagos - ""Waldemar Seyssel- Arrelia""";2020NE00295;PREGÃO ELETRÔNICO;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;04/05/2020 00:00;07/05/2020 00:00;15;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1405715
Instituto da Assistência Médica ao Servidor Público Estadual;594/2017;PREGÃO ELETRÔNICO;TRAMPPO COMÉRCIO E RECICLAGEM DE PRODUTOS INDUSTRI;25/03/2020 00:00;07/05/2020 00:00;15;2;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1196237
Comando de  Policiamento do Interior 7- Sorocaba;CPI7-006/42/2020;PREGÃO PRESENCIAL;MARCELO DO NASCIMENTO GARCIA IBIUNA ME;23/04/2020 00:00;08/05/2020 00:00;30;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1321763
"Hospital Maternidade Interlagos - ""Waldemar Seyssel- Arrelia""";2020NE00304;PREGÃO ELETRÔNICO;PS DISTRIBUIDORA DE PRODUTOS DA SAÚDE EIRELI;04/05/2020 00:00;07/05/2020 00:00;15;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1405715
Instituto de Identificação Ricardo Gumbleton Daunt - IRGD;2020CT00031;PREGÃO ELETRÔNICO;CLARACOM SUPRIMENTOS EIRELI EPP;25/04/2020 00:00;07/05/2020 00:00;30;1;3;https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1400499
